CustomerID,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_string,rfm_total_score,segment,Country
17841,2,211,68519.95,5,5,5,555,15,Champions,"United Kingdom"
17402,5,23,4635.56,5,5,5,555,15,Champions,"United Kingdom"
17133,16,12,14622.33,5,5,5,555,15,Champions,"United Kingdom"
12901,9,28,17654.54,5,5,5,555,15,Champions,"United Kingdom"
17924,12,8,3257.70,5,5,5,555,15,Champions,"United Kingdom"
17682,11,11,4065.28,5,5,5,555,15,Champions,"United Kingdom"
13995,16,14,3902.01,5,5,5,555,15,Champions,"United Kingdom"
16992,11,13,5476.50,5,5,5,555,15,Champions,"United Kingdom"
17673,2,13,4173.88,5,5,5,555,15,Champions,"United Kingdom"
12963,9,12,3235.79,5,5,5,555,15,Champions,"United Kingdom"
12951,9,15,3213.72,5,5,5,555,15,Champions,"United Kingdom"
16746,5,42,18045.05,5,5,5,555,15,Champions,"United Kingdom"
13668,3,35,12948.48,5,5,5,555,15,Champions,"United Kingdom"
12727,11,10,5679.53,5,5,5,555,15,Champions,France
12562,9,9,4966.92,5,5,5,555,15,Champions,France
17306,11,21,9782.35,5,5,5,555,15,Champions,"United Kingdom"
15903,10,12,8939.84,5,5,5,555,15,Champions,"United Kingdom"
13319,6,58,21323.22,5,5,5,555,15,Champions,"United Kingdom"
12621,2,35,24311.20,5,5,5,555,15,Champions,Germany
17811,5,47,9513.10,5,5,5,555,15,Champions,"United Kingdom"
13098,2,28,28882.44,5,5,5,555,15,Champions,"United Kingdom"
14113,4,16,7092.61,5,5,5,555,15,Champions,"United Kingdom"
14189,3,16,5503.15,5,5,5,555,15,Champions,"United Kingdom"
14395,3,20,7801.93,5,5,5,555,15,Champions,"United Kingdom"
14560,8,44,6114.03,5,5,5,555,15,Champions,"United Kingdom"
13985,5,22,10020.86,5,5,5,555,15,Champions,"United Kingdom"
15024,10,16,3559.39,5,5,5,555,15,Champions,"United Kingdom"
16985,18,23,10923.16,5,5,5,555,15,Champions,"United Kingdom"
16549,11,34,12781.80,5,5,5,555,15,Champions,"United Kingdom"
15298,3,23,9061.77,5,5,5,555,15,Champions,"United Kingdom"
15916,17,13,3145.24,5,5,5,555,15,Champions,"United Kingdom"
16818,11,11,3349.57,5,5,5,555,15,Champions,"United Kingdom"
16626,1,17,4413.10,5,5,5,555,15,Champions,"United Kingdom"
13756,3,23,8655.95,5,5,5,555,15,Champions,"United Kingdom"
17611,8,28,8287.53,5,5,5,555,15,Champions,"United Kingdom"
15380,9,11,3248.96,5,5,5,555,15,Champions,"United Kingdom"
15755,11,17,5993.12,5,5,5,555,15,Champions,"United Kingdom"
12433,1,10,16794.14,5,5,5,555,15,Champions,Norway
13831,17,18,6585.54,5,5,5,555,15,Champions,"United Kingdom"
14493,8,10,5087.86,5,5,5,555,15,Champions,"United Kingdom"
14299,9,27,14070.25,5,5,5,555,15,Champions,"United Kingdom"
12619,17,9,3391.70,5,5,5,555,15,Champions,Germany
14110,4,33,12987.95,5,5,5,555,15,Champions,"United Kingdom"
13883,11,14,6535.37,5,5,5,555,15,Champions,"United Kingdom"
14546,6,11,5184.84,5,5,5,555,15,Champions,"United Kingdom"
17428,1,45,31466.76,5,5,5,555,15,Champions,"United Kingdom"
13013,2,29,11097.43,5,5,5,555,15,Champions,"United Kingdom"
17511,3,60,172132.87,5,5,5,555,15,Champions,"United Kingdom"
16103,8,22,6191.71,5,5,5,555,15,Champions,"United Kingdom"
18245,8,20,6324.98,5,5,5,555,15,Champions,"United Kingdom"
13305,5,16,3616.41,5,5,5,555,15,Champions,"United Kingdom"
13021,5,17,4887.24,5,5,5,555,15,Champions,"United Kingdom"
14441,1,11,4611.69,5,5,5,555,15,Champions,"United Kingdom"
15005,16,56,13752.58,5,5,5,555,15,Champions,"United Kingdom"
15078,8,52,17276.73,5,5,5,555,15,Champions,"United Kingdom"
14868,4,12,4184.01,5,5,5,555,15,Champions,"United Kingdom"
14653,2,12,3583.11,5,5,5,555,15,Champions,"United Kingdom"
16814,15,36,11914.95,5,5,5,555,15,Champions,"United Kingdom"
12437,2,39,12683.40,5,5,5,555,15,Champions,France
17381,9,38,36398.65,5,5,5,555,15,Champions,"United Kingdom"
14702,2,29,6356.98,5,5,5,555,15,Champions,"United Kingdom"
16684,5,55,147142.77,5,5,5,555,15,Champions,"United Kingdom"
13599,2,33,9811.04,5,5,5,555,15,Champions,"United Kingdom"
13394,2,19,6621.70,5,5,5,555,15,Champions,"United Kingdom"
15443,2,14,5114.23,5,5,5,555,15,Champions,"United Kingdom"
13971,19,14,4667.57,5,5,5,555,15,Champions,"United Kingdom"
14292,8,16,9226.25,5,5,5,555,15,Champions,"United Kingdom"
13089,3,203,113416.91,5,5,5,555,15,Champions,"United Kingdom"
14088,11,16,64036.80,5,5,5,555,15,Champions,"United Kingdom"
12417,4,20,6797.41,5,5,5,555,15,Champions,Belgium
17346,4,26,4991.41,5,5,5,555,15,Champions,"United Kingdom"
16156,9,20,6188.18,5,5,5,555,15,Champions,"United Kingdom"
15971,18,18,5902.83,5,5,5,555,15,Champions,"United Kingdom"
14146,9,12,9450.30,5,5,5,555,15,Champions,"United Kingdom"
15796,2,17,5170.63,5,5,5,555,15,Champions,"United Kingdom"
14415,2,23,11980.09,5,5,5,555,15,Champions,"United Kingdom"
15856,5,52,32274.69,5,5,5,555,15,Champions,"United Kingdom"
14607,16,20,22575.13,5,5,5,555,15,Champions,"United Kingdom"
18225,4,26,13014.80,5,5,5,555,15,Champions,"United Kingdom"
17757,2,56,9070.10,5,5,5,555,15,Champions,"United Kingdom"
17769,13,17,7053.38,5,5,5,555,15,Champions,"United Kingdom"
12766,4,9,8918.99,5,5,5,555,15,Champions,Portugal
16782,11,38,9636.12,5,5,5,555,15,Champions,"United Kingdom"
14907,4,16,5547.72,5,5,5,555,15,Champions,"United Kingdom"
16672,3,20,8134.94,5,5,5,555,15,Champions,"United Kingdom"
13576,11,28,11202.59,5,5,5,555,15,Champions,"United Kingdom"
18144,8,19,4892.95,5,5,5,555,15,Champions,"United Kingdom"
17861,4,18,5088.29,5,5,5,555,15,Champions,"United Kingdom"
17644,2,20,6028.60,5,5,5,555,15,Champions,"United Kingdom"
17419,12,18,6126.25,5,5,5,555,15,Champions,"United Kingdom"
14744,17,14,3660.08,5,5,5,555,15,Champions,"United Kingdom"
14422,1,19,10271.52,5,5,5,555,15,Champions,"United Kingdom"
12709,16,34,30291.76,5,5,5,555,15,Champions,Germany
17949,2,116,107848.48,5,5,5,555,15,Champions,"United Kingdom"
14621,2,9,3000.57,5,5,5,555,15,Champions,"United Kingdom"
16327,15,16,10129.04,5,5,5,555,15,Champions,"United Kingdom"
15382,15,12,13733.55,5,5,5,555,15,Champions,"United Kingdom"
17450,9,51,244784.25,5,5,5,555,15,Champions,"United Kingdom"
17188,12,13,4592.93,5,5,5,555,15,Champions,"United Kingdom"
15611,10,26,2997.28,5,5,5,555,15,Champions,"United Kingdom"
13246,19,11,3351.75,5,5,5,555,15,Champions,"United Kingdom"
12569,3,32,4124.69,5,5,5,555,15,Champions,Germany
14047,9,14,3968.11,5,5,5,555,15,Champions,"United Kingdom"
12388,16,8,3901.11,5,5,5,555,15,Champions,Australia
17528,2,8,3628.50,5,5,5,555,15,Champions,"United Kingdom"
15290,5,26,10496.28,5,5,5,555,15,Champions,"United Kingdom"
18272,3,9,4385.98,5,5,5,555,15,Champions,"United Kingdom"
13534,3,35,7720.90,5,5,5,555,15,Champions,"United Kingdom"
18092,3,18,14693.72,5,5,5,555,15,Champions,"United Kingdom"
12955,2,11,4757.16,5,5,5,555,15,Champions,"United Kingdom"
14562,4,26,6638.15,5,5,5,555,15,Champions,"United Kingdom"
13115,12,10,5494.70,5,5,5,555,15,Champions,"United Kingdom"
16705,1,42,43515.05,5,5,5,555,15,Champions,"United Kingdom"
15555,13,36,11233.78,5,5,5,555,15,Champions,"United Kingdom"
14572,4,11,5520.98,5,5,5,555,15,Champions,"United Kingdom"
13183,8,15,7036.18,5,5,5,555,15,Champions,"United Kingdom"
16241,10,16,3989.81,5,5,5,555,15,Champions,"United Kingdom"
13694,4,143,195640.69,5,5,5,555,15,Champions,"United Kingdom"
12747,3,26,8898.48,5,5,5,555,15,Champions,"United Kingdom"
17735,3,26,16790.33,5,5,5,555,15,Champions,"United Kingdom"
17315,2,43,9589.50,5,5,5,555,15,Champions,"United Kingdom"
16128,18,11,3801.05,5,5,5,555,15,Champions,"United Kingdom"
15694,1,24,9978.48,5,5,5,555,15,Champions,"United Kingdom"
18097,8,11,4627.92,5,5,5,555,15,Champions,"United Kingdom"
13890,2,14,2927.38,5,5,5,555,15,Champions,"United Kingdom"
15144,9,29,12160.31,5,5,5,555,15,Champions,"United Kingdom"
17293,9,17,3750.63,5,5,5,555,15,Champions,"United Kingdom"
13742,17,12,3107.87,5,5,5,555,15,Champions,"United Kingdom"
18077,9,18,4078.79,5,5,5,555,15,Champions,"United Kingdom"
14298,9,82,91194.49,5,5,5,555,15,Champions,"United Kingdom"
17593,4,11,8092.32,5,5,5,555,15,Champions,"United Kingdom"
17365,13,15,8179.45,5,5,5,555,15,Champions,"United Kingdom"
15984,3,30,8393.02,5,5,5,555,15,Champions,"United Kingdom"
14701,11,15,4487.11,5,5,5,555,15,Champions,"United Kingdom"
12664,9,11,6070.04,5,5,5,555,15,Champions,Finland
12476,16,23,14083.91,5,5,5,555,15,Champions,Germany
17651,12,16,5703.52,5,5,5,555,15,Champions,"United Kingdom"
12935,3,15,4243.86,5,5,5,555,15,Champions,"United Kingdom"
17519,18,15,4774.17,5,5,5,555,15,Champions,"United Kingdom"
12553,9,12,4608.75,5,5,5,555,15,Champions,France
17975,16,24,6693.03,5,5,5,555,15,Champions,"United Kingdom"
18172,15,52,17467.24,5,5,5,555,15,Champions,"United Kingdom"
14388,11,16,6388.20,5,5,5,555,15,Champions,"United Kingdom"
14180,11,33,6117.50,5,5,5,555,15,Champions,"United Kingdom"
12483,18,19,5097.18,5,5,5,555,15,Champions,Sweden
17659,18,14,3586.99,5,5,5,555,15,Champions,"United Kingdom"
13969,8,35,12973.46,5,5,5,555,15,Champions,"United Kingdom"
17173,6,8,3766.60,5,5,5,555,15,Champions,"United Kingdom"
14769,3,17,15512.46,5,5,5,555,15,Champions,"United Kingdom"
16954,1,20,6081.88,5,5,5,555,15,Champions,"United Kingdom"
15602,9,16,3137.96,5,5,5,555,15,Champions,"United Kingdom"
16525,3,48,24151.30,5,5,5,555,15,Champions,"United Kingdom"
14440,9,13,5982.03,5,5,5,555,15,Champions,"United Kingdom"
13953,8,12,6640.68,5,5,5,555,15,Champions,"United Kingdom"
16678,3,12,3109.99,5,5,5,555,15,Champions,"United Kingdom"
15189,2,46,17524.38,5,5,5,555,15,Champions,"United Kingdom"
16033,6,27,10608.81,5,5,5,555,15,Champions,"United Kingdom"
15804,1,13,4206.39,5,5,5,555,15,Champions,"United Kingdom"
13650,17,10,3288.00,5,5,5,555,15,Champions,"United Kingdom"
13448,17,12,8386.22,5,5,5,555,15,Champions,"United Kingdom"
17706,5,31,20272.15,5,5,5,555,15,Champions,"United Kingdom"
13001,5,33,24042.65,5,5,5,555,15,Champions,"United Kingdom"
15867,6,31,8869.87,5,5,5,555,15,Champions,"United Kingdom"
18065,6,28,5846.63,5,5,5,555,15,Champions,"United Kingdom"
13081,12,28,56838.37,5,5,5,555,15,Champions,"United Kingdom"
14092,8,24,7229.45,5,5,5,555,15,Champions,"United Kingdom"
15514,13,18,6388.28,5,5,5,555,15,Champions,"United Kingdom"
17422,17,11,3594.76,5,5,5,555,15,Champions,"United Kingdom"
12474,18,31,12372.75,5,5,5,555,15,Champions,Germany
14367,9,16,9227.82,5,5,5,555,15,Champions,"United Kingdom"
16422,18,109,61920.87,5,5,5,555,15,Champions,"United Kingdom"
13590,12,18,6336.04,5,5,5,555,15,Champions,"United Kingdom"
17655,11,9,2976.38,5,5,5,555,15,Champions,"United Kingdom"
13658,10,9,6025.50,5,5,5,555,15,Champions,"United Kingdom"
13458,8,16,11959.27,5,5,5,555,15,Champions,"United Kingdom"
12720,3,30,7787.28,5,5,5,555,15,Champions,Germany
13230,5,30,6109.51,5,5,5,555,15,Champions,"United Kingdom"
14031,8,44,39019.51,5,5,5,555,15,Champions,"United Kingdom"
15270,16,21,8524.86,5,5,5,555,15,Champions,"United Kingdom"
16607,18,25,5706.87,5,5,5,555,15,Champions,"United Kingdom"
14911,2,379,280041.15,5,5,5,555,15,Champions,EIRE
17090,5,13,3080.18,5,5,5,555,15,Champions,"United Kingdom"
12839,3,26,9669.12,5,5,5,555,15,Champions,"United Kingdom"
12921,10,74,35233.24,5,5,5,555,15,Champions,"United Kingdom"
15570,8,25,8736.49,5,5,5,555,15,Champions,"United Kingdom"
17929,12,12,3082.10,5,5,5,555,15,Champions,"United Kingdom"
17686,8,9,8296.81,5,5,5,555,15,Champions,"United Kingdom"
13777,1,61,49638.26,5,5,5,555,15,Champions,"United Kingdom"
17238,3,32,7331.17,5,5,5,555,15,Champions,"United Kingdom"
15034,16,14,8231.20,5,5,5,555,15,Champions,"United Kingdom"
17218,5,18,3889.39,5,5,5,555,15,Champions,"United Kingdom"
14824,11,10,4022.91,5,5,5,555,15,Champions,"United Kingdom"
15845,18,11,4426.28,5,5,5,555,15,Champions,"United Kingdom"
16558,1,38,13304.11,5,5,5,555,15,Champions,"United Kingdom"
18041,12,38,8018.77,5,5,5,555,15,Champions,"United Kingdom"
13050,15,34,11877.29,5,5,5,555,15,Champions,"United Kingdom"
16713,19,32,14115.56,5,5,5,555,15,Champions,"United Kingdom"
14733,17,15,14335.15,5,5,5,555,15,Champions,"United Kingdom"
16011,9,29,5599.31,5,5,5,555,15,Champions,"United Kingdom"
17412,3,16,4220.22,5,5,5,555,15,Champions,"United Kingdom"
15179,19,13,7491.92,5,5,5,555,15,Champions,"United Kingdom"
14963,10,12,3123.57,5,5,5,555,15,Champions,"United Kingdom"
14739,5,25,11573.62,5,5,5,555,15,Champions,"United Kingdom"
16719,15,14,3508.62,5,5,5,555,15,Champions,"United Kingdom"
12524,10,17,11126.11,5,5,5,555,15,Champions,Germany
15046,10,25,7604.84,5,5,5,555,15,Champions,"United Kingdom"
18229,12,28,10150.51,5,5,5,555,15,Champions,"United Kingdom"
16570,16,20,7434.31,5,5,5,555,15,Champions,"United Kingdom"
17567,8,9,4838.08,5,5,5,555,15,Champions,"United Kingdom"
18118,11,29,6218.62,5,5,5,555,15,Champions,"United Kingdom"
15394,10,11,5286.80,5,5,5,555,15,Champions,"United Kingdom"
13767,3,73,33903.57,5,5,5,555,15,Champions,"United Kingdom"
14667,11,54,20359.59,5,5,5,555,15,Champions,"United Kingdom"
17809,17,20,10085.89,5,5,5,555,15,Champions,"United Kingdom"
15527,19,23,5554.04,5,5,5,555,15,Champions,"United Kingdom"
12668,12,10,11383.03,5,5,5,555,15,Champions,Germany
12937,16,9,3097.61,5,5,5,555,15,Champions,"United Kingdom"
13225,4,16,16260.07,5,5,5,555,15,Champions,"United Kingdom"
13014,11,11,5381.08,5,5,5,555,15,Champions,"United Kingdom"
14030,19,20,7521.80,5,5,5,555,15,Champions,"United Kingdom"
12782,5,11,4618.24,5,5,5,555,15,Champions,Portugal
13090,9,23,13076.74,5,5,5,555,15,Champions,"United Kingdom"
15358,5,42,16425.86,5,5,5,555,15,Champions,"United Kingdom"
16168,11,66,10360.67,5,5,5,555,15,Champions,"United Kingdom"
14540,10,11,3709.64,5,5,5,555,15,Champions,"United Kingdom"
14646,2,151,528602.52,5,5,5,555,15,Champions,Netherlands
15898,2,25,4992.70,5,5,5,555,15,Champions,"United Kingdom"
17725,17,11,3439.08,5,5,5,555,15,Champions,"United Kingdom"
16904,5,21,4671.56,5,5,5,555,15,Champions,"United Kingdom"
16700,9,25,8830.77,5,5,5,555,15,Champions,"United Kingdom"
12682,4,52,22950.22,5,5,5,555,15,Champions,France
15465,20,32,12100.40,5,5,5,555,15,Champions,"United Kingdom"
15023,4,20,11555.50,5,5,5,555,15,Champions,"United Kingdom"
15615,11,47,21373.97,5,5,5,555,15,Champions,"United Kingdom"
14051,1,37,21770.98,5,5,5,555,15,Champions,"United Kingdom"
15680,10,10,4028.69,5,5,5,555,15,Champions,"United Kingdom"
14505,18,19,11873.08,5,5,5,555,15,Champions,"United Kingdom"
14309,9,11,3780.81,5,5,5,555,15,Champions,"United Kingdom"
17096,16,11,3697.93,5,5,5,555,15,Champions,"United Kingdom"
14390,11,13,6150.03,5,5,5,555,15,Champions,"United Kingdom"
18145,13,11,5609.74,5,5,5,555,15,Champions,"United Kingdom"
15187,2,16,4777.18,5,5,5,555,15,Champions,"United Kingdom"
14215,12,9,3250.33,5,5,5,555,15,Champions,"United Kingdom"
17491,2,17,5653.67,5,5,5,555,15,Champions,"United Kingdom"
15251,10,21,20324.54,5,5,5,555,15,Champions,"United Kingdom"
13784,10,14,2910.23,5,5,5,555,15,Champions,"United Kingdom"
17243,2,69,20184.68,5,5,5,555,15,Champions,"United Kingdom"
15858,16,13,3552.41,5,5,5,555,15,Champions,"United Kingdom"
14608,5,10,3342.94,5,5,5,555,15,Champions,"United Kingdom"
18055,8,14,10142.64,5,5,5,555,15,Champions,"United Kingdom"
15498,3,44,24972.86,5,5,5,555,15,Champions,"United Kingdom"
16393,3,23,5297.77,5,5,5,555,15,Champions,"United Kingdom"
14329,18,15,9887.62,5,5,5,555,15,Champions,"United Kingdom"
13126,5,13,3774.81,5,5,5,555,15,Champions,"United Kingdom"
13435,6,9,4447.33,5,5,5,555,15,Champions,"United Kingdom"
18219,3,17,3352.70,5,5,5,555,15,Champions,"United Kingdom"
14961,11,22,16410.15,5,5,5,555,15,Champions,"United Kingdom"
16210,2,33,33730.97,5,5,5,555,15,Champions,"United Kingdom"
17157,8,19,5151.90,5,5,5,555,15,Champions,"United Kingdom"
16938,9,9,6995.36,5,5,5,555,15,Champions,"United Kingdom"
13798,2,110,75428.87,5,5,5,555,15,Champions,"United Kingdom"
16271,3,10,3397.82,5,5,5,555,15,Champions,"United Kingdom"
17019,12,11,3586.99,5,5,5,555,15,Champions,"United Kingdom"
13078,4,57,29018.06,5,5,5,555,15,Champions,"United Kingdom"
17581,1,43,17951.17,5,5,5,555,15,Champions,"United Kingdom"
